timestamp,req_id,latency_ms,status
2026-04-11 21:06:16.152003,04b91d9a-a3e3-41ba-b1b6-09e10292347e,50.61,200
2026-04-11 21:06:16.233893,2cc46020-75ae-4fc7-a0e2-1253c18a9585,30.05,200
2026-04-11 21:06:16.345477,02b48920-1461-47f9-a9a7-6f12dc59254e,61.17,200
2026-04-11 21:06:16.451976,5438136e-a440-4370-822d-8e22301a88f0,56.12,200
2026-04-11 21:06:16.544161,70b54694-77eb-4a1d-926c-a297f30742b7,41.58,200
2026-04-11 21:06:16.632380,9dbec836-d1e7-4289-b8ca-516a676ee605,37.61,200
2026-04-11 21:06:16.711561,e2400641-7b20-435f-bd84-f08e4d1a87d3,29.04,200
2026-04-11 21:06:16.783914,da864a66-b726-460c-879f-08b9e76edbcc,21.75,200
2026-04-11 21:06:16.903904,335fe9bb-80e4-4cd8-8847-b62083048f5c,69.38,200
2026-04-11 21:06:17.052330,7ec0e41a-abe5-4b76-906f-4d6c753552a3,97.84,200
