timestamp,req_id,latency_ms,status
2026-04-11 13:18:10.541685,3528dca7-d455-4dcb-a288-399eb740fbcd,29.23,500
2026-04-11 13:18:10.619306,289cfd8a-e425-4b7b-9190-f9accc15790f,26.73,500
2026-04-11 13:18:10.698066,6f7de4b0-5209-433d-944c-d009ca19af51,27.51,500
2026-04-11 13:18:10.776005,4d70fba7-fe12-4d6b-b97a-61e095097dae,26.98,500
2026-04-11 13:18:10.830471,c23f54c1-ba6b-42ce-8aff-118d17b6f84d,3.75,500
2026-04-11 13:18:10.899482,4ad915e6-13c2-48eb-990b-1630a1a902a3,17.97,500
2026-04-11 13:18:10.977380,5baa76ed-d59f-4d8c-9b4c-86decb5da53c,27.14,500
2026-04-11 13:18:11.055267,2107f813-18ff-41e7-9204-79bb96e7fe7d,27.19,500
2026-04-11 13:18:11.133540,e80a4297-ad17-43d6-82c2-14ce4f8e1b53,27.48,500
2026-04-11 13:18:11.212173,5d2bfa25-0581-4ae1-b280-0d199a5dc6c3,27.18,500
