timestamp_utc,request_number,request_id,scenario,run_id,latency_ms,status_code
2026-04-05T15:29:47.150594+00:00,1,fe3e549a-b998-4ff9-a4f5-268ac46d0cfd,memory_baseline,run01,4.875,200
