timestamp,req_id,latency_ms,status
2026-04-09 20:59:38.349267,4eb4599f-3faa-496e-a20c-ea66cb7d367d,23.07,500
2026-04-09 20:59:38.404457,9901aaa0-0ec0-462d-bf6a-6d18cc14084f,4.65,500
2026-04-09 20:59:38.470792,6cb4f893-f6b0-4790-8b0c-8e9b19692973,15.59,500
2026-04-09 20:59:38.547832,6a5f81ba-435b-4b8e-a493-57fd04a90d1f,26.01,500
2026-04-09 20:59:38.625335,0d7aa1c3-5531-41dc-9433-3a10536959cf,26.41,500
2026-04-09 20:59:38.681139,4a2303b6-f654-4b4c-863a-d61dd59c9ade,4.94,500
2026-04-09 20:59:38.737032,dea3908c-3269-45bc-ba44-a2630d11d5b2,4.61,500
2026-04-09 20:59:38.812118,4e51f3fc-1ff6-454b-95ef-897c7c429295,24.62,500
2026-04-09 20:59:38.889066,f7832f6a-4f03-4abc-bf56-ab530eb0be4d,26.02,500
2026-04-09 20:59:38.965038,6414417a-fa23-4548-a6c3-3ac6498dc810,24.71,500
