timestamp,req_id,latency_ms,status
2026-04-09 20:59:32.152916,34b32023-1238-4573-90fb-4d1de6b3ae03,9.0,200
2026-04-09 20:59:32.213116,779fad73-0cde-421d-8f8e-08025dbeb6c0,9.01,200
2026-04-09 20:59:32.285217,271318d0-4902-4afb-afa0-02672df75cc5,20.97,200
2026-04-09 20:59:32.342644,15dd29d0-4254-4a78-9a8d-5b30670396e5,6.5,200
2026-04-09 20:59:32.408550,5b1e08da-bd3b-44f8-abd0-4a483386daec,15.6,200
2026-04-09 20:59:32.485533,9275353b-6d8f-45c1-9c1f-720e2786e8f3,26.66,200
2026-04-09 20:59:32.540741,f61d4da0-fa86-40ac-b08b-7ee1cdfc9db0,4.3,200
2026-04-09 20:59:32.608813,eac2c65f-6863-418a-84d4-aa555c0028f1,17.12,200
2026-04-09 20:59:32.688203,cccc2fc8-7dd7-4a8b-a071-ae551021cddc,27.96,200
2026-04-09 20:59:32.764961,9fb65fc5-694e-4a3d-a9e2-cc058ed3c3ab,25.89,200
