timestamp,req_id,latency_ms,status
2026-04-11 21:47:37.700422,c224702f-a45c-499b-82fb-913ea79da8ca,29.15,200
2026-04-11 21:47:37.778722,bea7e403-9230-472f-add0-192ec73e1980,27.9,200
2026-04-11 21:47:37.857730,dba78b4c-2226-4903-abdb-7354752c795a,28.51,200
2026-04-11 21:47:37.911640,d9911afa-7638-49ca-bc92-9397a84d36f3,3.57,200
2026-04-11 21:47:37.965599,4f5c798b-b903-478e-86a5-da0fe5e5d153,3.37,200
2026-04-11 21:47:38.020269,4a11f4cf-df01-47a1-9a2c-741fdfd5b768,3.51,200
2026-04-11 21:47:38.091680,eebc0e56-a0f6-479a-ba14-d5c404dd40d5,20.29,200
2026-04-11 21:47:38.146070,add4f72d-4069-46e3-8281-36adbe1fd705,3.71,200
2026-04-11 21:47:38.213958,e1e95cb7-a692-43e2-9bcf-4c4f13942b50,17.08,200
2026-04-11 21:47:38.269196,802e2e2f-70da-4315-8f3b-4b1ec5a04c95,3.78,200
