timestamp,req_id,latency_ms,status
2026-04-11 21:47:24.800060,db290019-b5c1-4ef3-a272-401b571c9ad0,7.52,200
2026-04-11 21:47:24.870994,a7cfb75e-0d5b-49d0-875d-2428f9b4b02e,20.25,200
2026-04-11 21:47:24.948215,6b86ab96-70f6-417d-8ff5-fe62e3343e85,25.96,200
2026-04-11 21:47:25.026352,455708eb-9bea-46c1-92a6-4490cf0bd4ce,27.1,200
2026-04-11 21:47:25.103775,aeb6f235-c345-42cf-88b8-7f79c3bc0725,27.29,200
2026-04-11 21:47:25.159201,26d21f62-e28a-4d0c-b7ba-bd6cd76719e8,4.62,200
2026-04-11 21:47:25.214398,6902ffc7-d29d-4865-8bb1-7b9fc2bf18bc,4.69,200
2026-04-11 21:47:25.287868,2dfdf4d5-a37a-4090-89d3-1e547a5e5e17,22.9,200
2026-04-11 21:47:25.366971,b883c567-9a5c-4a6f-bf62-f6c66d72df10,27.44,200
2026-04-11 21:47:25.446206,cc961996-fe06-436f-a711-f9433774eba8,28.08,200
