timestamp,req_id,latency_ms,status
2026-04-09 20:59:27.323933,fe8c73fe-f2ac-427f-a844-7478e0252d97,100.01,200
2026-04-09 20:59:27.475438,aca5fda6-c567-4f26-97f7-4a5869d2c5e1,100.91,200
2026-04-09 20:59:27.576027,e7a5af81-f1f5-4433-88f9-5d1b0788502d,50.03,200
2026-04-09 20:59:27.702049,38d051cf-a919-4b4e-b441-b95e9ed72829,75.03,200
2026-04-09 20:59:27.820952,be33f07d-3eb2-4850-aa42-32ae27d5ba9f,67.91,200
2026-04-09 20:59:27.900975,612b6e64-b0fa-4c9f-82f2-284c0688abab,28.51,200
2026-04-09 20:59:28.001003,8aa4ea7b-d5f1-4694-8488-415ce62f8da9,49.52,200
2026-04-09 20:59:28.105031,71b45d06-da37-488b-a574-0831e34dcaa9,53.03,200
2026-04-09 20:59:28.258040,33ad5fb3-66d1-4ca0-85d3-0d07c8f5df86,102.01,200
2026-04-09 20:59:28.409481,91390e27-66be-41e4-baf9-b9e81f71db78,99.93,200
