timestamp,req_id,latency_ms,status
2026-04-11 21:47:32.510619,7b6d1f5d-9f75-4b70-a16c-2167ae422159,6.55,200
2026-04-11 21:47:32.587472,9cae8832-f34d-4eb1-bfe1-69cbf50e721a,26.5,200
2026-04-11 21:47:32.665863,52f984d7-7d8f-4bec-8509-9d68d864a7c5,28.01,200
2026-04-11 21:47:32.742909,197a4775-6852-43df-a55b-d66b79a49c0c,26.72,200
2026-04-11 21:47:32.796926,20f31a0f-7951-4319-a584-44aecb03a641,3.44,200
2026-04-11 21:47:32.852176,3c1b7658-5a8d-4d4c-977d-0a93e8b27ee5,4.51,200
2026-04-11 21:47:32.906569,0817bcd8-f941-4550-be92-76a39ce54e1c,4.03,200
2026-04-11 21:47:32.960699,9a39532c-721f-4e7d-ac80-d87bd2e294cd,3.68,200
2026-04-11 21:47:33.037726,74cc8da1-edff-4b11-aefb-3313ceb2375f,26.27,200
2026-04-11 21:47:33.114687,c5491648-e8b3-4e96-8c2e-c25131882361,25.42,200
