timestamp,req_id,latency_ms,status
2026-04-11 21:04:27.684847,5a9c0393-4f35-4fac-b494-bc947a2cac74,5.17,200
2026-04-11 21:04:27.751232,24155f8a-96e5-4106-bb93-4fae703ec4f5,16.11,200
2026-04-11 21:04:27.830262,ba18f70d-461c-4750-b4ca-a84670a0c264,27.38,200
2026-04-11 21:04:27.906897,5879d042-db5b-490b-b5c7-c0bb47e318e2,26.11,200
2026-04-11 21:04:27.982848,5e40852d-b59e-4459-b022-228bc2b2fc74,24.94,200
2026-04-11 21:04:28.047109,7d41cd7b-555e-4815-9208-3815158b4db0,13.04,200
2026-04-11 21:04:28.109404,9717a181-20b9-47a6-a288-1e08e9c8a6ec,11.54,200
2026-04-11 21:04:28.187709,691f43b9-f5ea-4e07-83da-1f8fa44d3104,27.19,200
2026-04-11 21:04:28.242213,7859e90c-ba48-4068-b56b-0883d0efa7da,3.01,200
2026-04-11 21:04:28.312995,37875a9b-b617-4733-a484-a2bbbb588476,20.04,200
