timestamp,req_id,latency_ms,status
2026-04-11 21:04:34.021877,e0771497-b0dd-4cae-ae31-5ec158174018,30.06,200
2026-04-11 21:04:34.075486,af58b6f7-f08a-4774-a561-00e6844a10a8,3.04,200
2026-04-11 21:04:34.128280,b32407d2-6896-4875-bc47-964134443973,2.36,200
2026-04-11 21:04:34.192771,6a4718f9-6d99-467b-b368-2655e933fff5,13.39,200
2026-04-11 21:04:34.246612,19ed8027-33fa-4dbc-823c-c6a12ead1a4b,2.54,200
2026-04-11 21:04:34.317870,a7e8c1ac-1d04-43d0-984d-02f64d9e0d46,19.91,200
2026-04-11 21:04:34.396157,20c0ee38-3b74-4198-8d58-7b842c779342,26.82,200
2026-04-11 21:04:34.475604,0d7356a7-60c9-4cdf-b2e7-9ac435ff187b,28.11,200
2026-04-11 21:04:34.553609,5e655676-530a-4c23-8e6e-2ded5be4cb1d,27.34,200
2026-04-11 21:04:34.630905,a6da4b30-e6d2-4a15-aebf-07eb2067f8e4,26.7,200
