timestamp,req_id,latency_ms,status
2026-04-10 16:38:29.352355,a28c1422-ade7-4c7c-ada4-1787605dc114,30.21,200
2026-04-10 16:38:29.429924,ef1f182b-b552-4b13-b183-66af929f2c0c,26.77,200
2026-04-10 16:38:29.507745,4bbe8d4f-ad07-48b5-a192-dad8a30b0b25,26.83,200
2026-04-10 16:38:29.585054,647dee94-41c6-4989-837e-771eb308295a,26.06,200
2026-04-10 16:38:29.639804,6ecc1551-71a8-4ec8-be0f-2b19a73c9acb,4.28,200
2026-04-10 16:38:29.707788,49370175-1d14-4a39-a492-27fa85cf7ce1,17.02,200
2026-04-10 16:38:29.762747,62983ff0-800c-49a1-b191-cf695f50f7b0,4.01,200
2026-04-10 16:38:29.831538,53672f07-179d-468d-90ab-ee9d48edb4d3,17.95,200
2026-04-10 16:38:29.909272,deaffc2a-1fd6-4099-8500-fc9e2369b3ae,26.01,200
2026-04-10 16:38:29.963800,ff6eb3a9-76c5-494b-aa49-cf8e28779311,3.62,200
