timestamp_utc,request_number,request_id,scenario,run_id,latency_ms,status_code
2026-04-05T17:44:16.629598+00:00,1,7425ac32-572e-4ef5-aff5-0e8ca5132f53,memory_baseline,run_1,4.298,200
