timestamp,req_id,latency_ms,status
2026-04-11 13:18:09.339611,79f16dca-dd9d-4827-b8ab-d6b5f26e99bf,16.07,200
2026-04-11 13:18:09.395002,543e0631-164e-4207-bfa7-b1ecbf5a8d8e,5.01,200
2026-04-11 13:18:09.463112,e289da41-7234-44b3-9afc-524038dc5732,17.07,200
2026-04-11 13:18:09.543032,9ef2a228-4bd9-4cb1-97cf-3e6a658cb65c,28.24,200
2026-04-11 13:18:09.619938,a98820f0-a10f-4b93-8ad7-4d120223c067,25.92,200
2026-04-11 13:18:09.697910,f34161e7-8781-4676-a020-333a07a15e35,26.96,200
2026-04-11 13:18:09.777112,02872810-489f-430f-abb8-a891ff6c822c,28.77,200
2026-04-11 13:18:09.853575,80c9a6cb-71e4-461e-8f21-76074881e744,25.71,200
2026-04-11 13:18:09.930661,27eefac1-7f5c-44a5-8d95-3b76500fd9df,25.99,200
2026-04-11 13:18:09.986989,92b354e6-5193-463e-ad4f-b3cdcbaac886,5.12,200
